propertyCode,precio_anunciado,barrio_code,distrito_code,barrio_rescatado,sin_barrio,planta_imputada,ascensor_desde_descripcion,sin_descripcion,obra_nueva,fuera_de_rango,CONSTRUCTEDAREA,ROOMNUMBER,BATHNUMBER,precio_estimado_2018,indice_venta,precio_estimado,factor_renta_mensual,renta_mensual_estimada,tipologia_casa,superficie_fuera_de_dominio,a_reformar,ocupada,fuera_de_dominio,distrito,alquiler_distrito_eur_m2_2026,anunciado / estimado
111206237,516000.0,214,21,False,False,False,False,False,False,False,100.0,1,1,310327.22,1.4759360281054366,458023.12265488197,0.0028887854787011218,1323.130545634766,False,False,False,False,False,Barajas,13.967886474398604,1.1265806778685348
111206263,365000.0,122,12,False,False,False,False,False,False,False,91.0,2,2,158437.67,2.1163779954207427,335314.00240194186,0.0033276079654937316,1115.793545334286,False,False,False,False,False,Usera,12.133975348497685,1.0885319353961052
111183632,679000.0,026,02,False,False,False,False,False,False,False,136.0,3,2,471077.6,1.7568265401631447,827601.6191761919,0.0026432108289031436,2187.525561824286,False,False,False,False,False,Arganzuela,17.153551573714722,0.8204430540818513
111196743,975000.0,041,04,False,False,False,False,False,False,True,72.0,2,1,507467.8,1.8766123722225168,952320.3754421964,0.0019512838033895418,1858.2473242382055,False,False,False,False,False,Salamanca,19.77461679945292,1.0238151205651487
110996170,285000.0,191,19,False,False,False,False,False,True,False,62.0,1,1,191576.17,2.2581962284331665,432616.58878578903,0.00280125738018172,1211.870412125232,False,False,False,False,False,Vicálvaro,11.870342778520444,0.6587819500863346
110996152,275000.0,191,19,False,False,False,False,False,True,False,59.0,1,1,169061.34,2.2581962284331665,381773.6888300931,0.00280125738018172,1069.4463633944977,False,False,False,False,False,Vicálvaro,11.870342778520444,0.7203220338277102
110996151,530000.0,191,19,False,False,False,False,False,True,False,126.0,3,2,296524.66,2.2581962284331665,669610.8603811911,0.00280125738018172,1875.752364492643,False,False,False,False,False,Vicálvaro,11.870342778520444,0.7915044862000677
110996146,490000.0,191,19,False,False,False,False,False,True,False,112.0,3,2,281743.5,2.2581962284331665,636232.1090855598,0.00280125738018172,1782.2498910845056,False,False,False,False,False,Vicálvaro,11.870342778520444,0.7701591809068934
110996135,525000.0,191,19,False,False,False,False,False,True,False,128.0,3,2,303671.72,2.2581962284331665,685750.3299630673,0.00280125738018172,1920.963172771092,False,False,False,False,False,Vicálvaro,11.870342778520444,0.7655847573974556
110996099,525000.0,191,19,False,False,False,False,False,True,False,126.0,3,2,278747.0,2.2581962284331665,629465.4240870598,0.00280125738018172,1763.2946647930926,False,False,False,False,False,Vicálvaro,11.870342778520444,0.8340410448459971
